,COST,DATE,END TIME,NOTES,START TIME,TYPE,UNITS,USAGE,file_ID,filename
25,,5/25/14,1:59,,1:00,Electric usage,kWh,0.07,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
26,,5/25/14,2:59,,2:00,Electric usage,kWh,0.42,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
27,,5/25/14,3:59,,3:00,Electric usage,kWh,0.07,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
28,,5/25/14,4:59,,4:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
29,,5/25/14,5:59,,5:00,Electric usage,kWh,0.07,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
30,,5/25/14,6:59,,6:00,Electric usage,kWh,0.13,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
31,,5/25/14,7:59,,7:00,Electric usage,kWh,0.31,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
32,,5/25/14,8:59,,8:00,Electric usage,kWh,0.39,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
33,,5/25/14,9:59,,9:00,Electric usage,kWh,0.47,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
34,,5/25/14,10:59,,10:00,Electric usage,kWh,0.62,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
35,,5/25/14,11:59,,11:00,Electric usage,kWh,1.05,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
36,,5/25/14,12:59,,12:00,Electric usage,kWh,1.07,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
37,,5/25/14,13:59,,13:00,Electric usage,kWh,0.16,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
38,,5/25/14,14:59,,14:00,Electric usage,kWh,0.11,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
39,,5/25/14,15:59,,15:00,Electric usage,kWh,0.12,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
40,,5/25/14,16:59,,16:00,Electric usage,kWh,0.37,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
41,,5/25/14,17:59,,17:00,Electric usage,kWh,2.79,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
42,,5/25/14,18:59,,18:00,Electric usage,kWh,2.52,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
43,,5/25/14,19:59,,19:00,Electric usage,kWh,3.44,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
44,,5/25/14,20:59,,20:00,Electric usage,kWh,2.6,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
45,,5/25/14,21:59,,21:00,Electric usage,kWh,2.15,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
46,,5/25/14,22:59,,22:00,Electric usage,kWh,0.34,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
47,,5/25/14,23:59,,23:00,Electric usage,kWh,0.13,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
48,,5/26/14,0:59,,0:00,Electric usage,kWh,0.15,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
49,,5/26/14,1:59,,1:00,Electric usage,kWh,0.13,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
50,,5/26/14,2:59,,2:00,Electric usage,kWh,0.12,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
51,,5/26/14,3:59,,3:00,Electric usage,kWh,0.14,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
52,,5/26/14,4:59,,4:00,Electric usage,kWh,0.13,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
53,,5/26/14,5:59,,5:00,Electric usage,kWh,0.71,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
54,,5/26/14,6:59,,6:00,Electric usage,kWh,3.13,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
55,,5/26/14,7:59,,7:00,Electric usage,kWh,0.84,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
56,,5/26/14,8:59,,8:00,Electric usage,kWh,1.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
57,,5/26/14,9:59,,9:00,Electric usage,kWh,1.94,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
58,,5/26/14,10:59,,10:00,Electric usage,kWh,0.68,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
59,,5/26/14,11:59,,11:00,Electric usage,kWh,0.98,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
60,,5/26/14,12:59,,12:00,Electric usage,kWh,0.25,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
61,,5/26/14,13:59,,13:00,Electric usage,kWh,0.12,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
62,,5/26/14,14:59,,14:00,Electric usage,kWh,0.2,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
63,,5/26/14,15:59,,15:00,Electric usage,kWh,0.28,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
64,,5/26/14,16:59,,16:00,Electric usage,kWh,0.13,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
65,,5/26/14,17:59,,17:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
66,,5/26/14,18:59,,18:00,Electric usage,kWh,0.46,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
67,,5/26/14,19:59,,19:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
68,,5/26/14,20:59,,20:00,Electric usage,kWh,0.26,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
69,,5/26/14,21:59,,21:00,Electric usage,kWh,0.34,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
70,,5/26/14,22:59,,22:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
71,,5/26/14,23:59,,23:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
72,,5/27/14,0:59,,0:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
73,,5/27/14,1:59,,1:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
74,,5/27/14,2:59,,2:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
75,,5/27/14,3:59,,3:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
76,,5/27/14,4:59,,4:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
77,,5/27/14,5:59,,5:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
78,,5/27/14,6:59,,6:00,Electric usage,kWh,1.04,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
79,,5/27/14,7:59,,7:00,Electric usage,kWh,1.29,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
80,,5/27/14,8:59,,8:00,Electric usage,kWh,0.23,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
81,,5/27/14,9:59,,9:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
82,,5/27/14,10:59,,10:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
83,,5/27/14,11:59,,11:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
84,,5/27/14,12:59,,12:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
85,,5/27/14,13:59,,13:00,Electric usage,kWh,0.41,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
86,,5/27/14,14:59,,14:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
87,,5/27/14,15:59,,15:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
88,,5/27/14,16:59,,16:00,Electric usage,kWh,2.18,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
89,,5/27/14,17:59,,17:00,Electric usage,kWh,3.34,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
90,,5/27/14,18:59,,18:00,Electric usage,kWh,3.44,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
91,,5/27/14,19:59,,19:00,Electric usage,kWh,5.36,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
92,,5/27/14,20:59,,20:00,Electric usage,kWh,1.6,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
93,,5/27/14,21:59,,21:00,Electric usage,kWh,1.89,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
94,,5/27/14,22:59,,22:00,Electric usage,kWh,2.18,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
95,,5/27/14,23:59,,23:00,Electric usage,kWh,1.69,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
96,,5/28/14,0:59,,0:00,Electric usage,kWh,1.53,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
97,,5/28/14,1:59,,1:00,Electric usage,kWh,1.44,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
98,,5/28/14,2:59,,2:00,Electric usage,kWh,1.29,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
99,,5/28/14,3:59,,3:00,Electric usage,kWh,0.52,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
100,,5/28/14,4:59,,4:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
101,,5/28/14,5:59,,5:00,Electric usage,kWh,0.12,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
102,,5/28/14,6:59,,6:00,Electric usage,kWh,2.43,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
103,,5/28/14,7:59,,7:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
104,,5/28/14,8:59,,8:00,Electric usage,kWh,0.5,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
105,,5/28/14,9:59,,9:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
106,,5/28/14,10:59,,10:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
107,,5/28/14,11:59,,11:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
108,,5/28/14,12:59,,12:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
109,,5/28/14,13:59,,13:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
110,,5/28/14,14:59,,14:00,Electric usage,kWh,0.45,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
111,,5/28/14,15:59,,15:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
112,,5/28/14,16:59,,16:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
113,,5/28/14,17:59,,17:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
114,,5/28/14,18:59,,18:00,Electric usage,kWh,0.38,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
115,,5/28/14,19:59,,19:00,Electric usage,kWh,2.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
116,,5/28/14,20:59,,20:00,Electric usage,kWh,2.2,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
117,,5/28/14,21:59,,21:00,Electric usage,kWh,2.69,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
118,,5/28/14,22:59,,22:00,Electric usage,kWh,0.38,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
119,,5/28/14,23:59,,23:00,Electric usage,kWh,0.11,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
120,,5/29/14,0:59,,0:00,Electric usage,kWh,0.47,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
121,,5/29/14,1:59,,1:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
122,,5/29/14,2:59,,2:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
123,,5/29/14,3:59,,3:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
124,,5/29/14,4:59,,4:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
125,,5/29/14,5:59,,5:00,Electric usage,kWh,0.11,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
126,,5/29/14,6:59,,6:00,Electric usage,kWh,2.2,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
127,,5/29/14,7:59,,7:00,Electric usage,kWh,0.14,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
128,,5/29/14,8:59,,8:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
129,,5/29/14,9:59,,9:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
130,,5/29/14,10:59,,10:00,Electric usage,kWh,0.46,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
131,,5/29/14,11:59,,11:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
132,,5/29/14,12:59,,12:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
133,,5/29/14,13:59,,13:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
134,,5/29/14,14:59,,14:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
135,,5/29/14,15:59,,15:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
136,,5/29/14,16:59,,16:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
137,,5/29/14,17:59,,17:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
138,,5/29/14,18:59,,18:00,Electric usage,kWh,0.47,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
139,,5/29/14,19:59,,19:00,Electric usage,kWh,0.6,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
140,,5/29/14,20:59,,20:00,Electric usage,kWh,1.02,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
141,,5/29/14,21:59,,21:00,Electric usage,kWh,0.53,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
142,,5/29/14,22:59,,22:00,Electric usage,kWh,0.25,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
143,,5/29/14,23:59,,23:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
144,,5/30/14,0:59,,0:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
145,,5/30/14,1:59,,1:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
146,,5/30/14,2:59,,2:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
147,,5/30/14,3:59,,3:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
148,,5/30/14,4:59,,4:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
149,,5/30/14,5:59,,5:00,Electric usage,kWh,0.53,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
150,,5/30/14,6:59,,6:00,Electric usage,kWh,1.22,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
151,,5/30/14,7:59,,7:00,Electric usage,kWh,1.9,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
152,,5/30/14,8:59,,8:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
153,,5/30/14,9:59,,9:00,Electric usage,kWh,0.46,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
154,,5/30/14,10:59,,10:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
155,,5/30/14,11:59,,11:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
156,,5/30/14,12:59,,12:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
157,,5/30/14,13:59,,13:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
158,,5/30/14,14:59,,14:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
159,,5/30/14,15:59,,15:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
160,,5/30/14,16:59,,16:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
161,,5/30/14,17:59,,17:00,Electric usage,kWh,0.63,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
162,,5/30/14,18:59,,18:00,Electric usage,kWh,0.4,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
163,,5/30/14,19:59,,19:00,Electric usage,kWh,1.69,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
164,,5/30/14,20:59,,20:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
165,,5/30/14,21:59,,21:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
166,,5/30/14,22:59,,22:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
167,,5/30/14,23:59,,23:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
168,,5/31/14,0:59,,0:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
169,,5/31/14,1:59,,1:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
170,,5/31/14,2:59,,2:00,Electric usage,kWh,0.43,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
171,,5/31/14,3:59,,3:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
172,,5/31/14,4:59,,4:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
173,,5/31/14,5:59,,5:00,Electric usage,kWh,0.08,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
174,,5/31/14,6:59,,6:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
175,,5/31/14,7:59,,7:00,Electric usage,kWh,0.15,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
176,,5/31/14,8:59,,8:00,Electric usage,kWh,0.54,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
177,,5/31/14,9:59,,9:00,Electric usage,kWh,1.97,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
178,,5/31/14,10:59,,10:00,Electric usage,kWh,0.11,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
179,,5/31/14,11:59,,11:00,Electric usage,kWh,0.34,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
180,,5/31/14,12:59,,12:00,Electric usage,kWh,0.51,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
181,,5/31/14,13:59,,13:00,Electric usage,kWh,0.18,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
182,,5/31/14,14:59,,14:00,Electric usage,kWh,0.21,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
183,,5/31/14,15:59,,15:00,Electric usage,kWh,0.38,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
184,,5/31/14,16:59,,16:00,Electric usage,kWh,0.35,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
185,,5/31/14,17:59,,17:00,Electric usage,kWh,0.44,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
186,,5/31/14,18:59,,18:00,Electric usage,kWh,1.19,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
187,,5/31/14,19:59,,19:00,Electric usage,kWh,1.31,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
188,,5/31/14,20:59,,20:00,Electric usage,kWh,0.09,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
189,,5/31/14,21:59,,21:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
190,,5/31/14,22:59,,22:00,Electric usage,kWh,0.1,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
191,,5/31/14,23:59,,23:00,Electric usage,kWh,0.59,0,green_button_files/elec_hourly_2014-05-24_2014-05-31.csv
0,$0.02 ,6/1/14,0:59,,0:00,Electric usage,kWh,0.12,1,green_button_files/elec_hourly_2014-06.csv
1,$0.01 ,6/1/14,1:59,,1:00,Electric usage,kWh,0.12,1,green_button_files/elec_hourly_2014-06.csv
2,$0.01 ,6/1/14,2:59,,2:00,Electric usage,kWh,0.1,1,green_button_files/elec_hourly_2014-06.csv
3,$0.01 ,6/1/14,3:59,,3:00,Electric usage,kWh,0.1,1,green_button_files/elec_hourly_2014-06.csv
4,$0.01 ,6/1/14,4:59,,4:00,Electric usage,kWh,0.11,1,green_button_files/elec_hourly_2014-06.csv
5,$0.01 ,6/1/14,5:59,,5:00,Electric usage,kWh,0.1,1,green_button_files/elec_hourly_2014-06.csv
6,$0.01 ,6/1/14,6:59,,6:00,Electric usage,kWh,0.1,1,green_button_files/elec_hourly_2014-06.csv
7,$0.02 ,6/1/14,7:59,,7:00,Electric usage,kWh,0.12,1,green_button_files/elec_hourly_2014-06.csv
8,$0.07 ,6/1/14,8:59,,8:00,Electric usage,kWh,0.57,1,green_button_files/elec_hourly_2014-06.csv
9,$0.03 ,6/1/14,9:59,,9:00,Electric usage,kWh,0.21,1,green_button_files/elec_hourly_2014-06.csv
10,$0.01 ,6/1/14,10:59,,10:00,Electric usage,kWh,0.12,1,green_button_files/elec_hourly_2014-06.csv
11,$0.01 ,6/1/14,11:59,,11:00,Electric usage,kWh,0.11,1,green_button_files/elec_hourly_2014-06.csv
12,$0.01 ,6/1/14,12:59,,12:00,Electric usage,kWh,0.1,1,green_button_files/elec_hourly_2014-06.csv
13,$0.01 ,6/1/14,13:59,,13:00,Electric usage,kWh,0.11,1,green_button_files/elec_hourly_2014-06.csv
14,$0.07 ,6/1/14,14:59,,14:00,Electric usage,kWh,0.6,1,green_button_files/elec_hourly_2014-06.csv
15,$0.05 ,6/1/14,15:59,,15:00,Electric usage,kWh,0.37,1,green_button_files/elec_hourly_2014-06.csv
16,$0.04 ,6/1/14,16:59,,16:00,Electric usage,kWh,0.31,1,green_button_files/elec_hourly_2014-06.csv
17,$0.05 ,6/1/14,17:59,,17:00,Electric usage,kWh,0.39,1,green_button_files/elec_hourly_2014-06.csv
18,$0.05 ,6/1/14,18:59,,18:00,Electric usage,kWh,0.36,1,green_button_files/elec_hourly_2014-06.csv
19,$0.04 ,6/1/14,19:59,,19:00,Electric usage,kWh,0.32,1,green_button_files/elec_hourly_2014-06.csv
20,$0.22 ,6/1/14,20:59,,20:00,Electric usage,kWh,1.78,1,green_button_files/elec_hourly_2014-06.csv
21,$0.18 ,6/1/14,21:59,,21:00,Electric usage,kWh,1.47,1,green_button_files/elec_hourly_2014-06.csv
22,$0.02 ,6/1/14,22:59,,22:00,Electric usage,kWh,0.13,1,green_button_files/elec_hourly_2014-06.csv
23,$0.06 ,6/1/14,23:59,,23:00,Electric usage,kWh,0.46,1,green_button_files/elec_hourly_2014-06.csv
24,$0.01 ,6/2/14,0:59,,0:00,Electric usage,kWh,0.11,1,green_button_files/elec_hourly_2014-06.csv
25,$0.01 ,6/2/14,1:59,,1:00,Electric usage,kWh,0.11,1,green_button_files/elec_hourly_2014-06.csv
